#Organism/Name	Kingdom	Group	SubGroup	Plasmid Name	RefSeq	INSDC	Size (Kb)	GC%	Protein	rRNA	tRNA	Other RNA	Gene	Pseudogene
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pO157	NZ_CP018240.1	CP018240	94.17	47.9017	77	-	-	-	97	20
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pO157	NZ_CP018246.1	CP018246	95.341	47.9919	78	-	-	-	99	21
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pO157	NZ_CP018244.1	CP018244	92.522	47.8232	77	-	-	-	94	17
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pO157	NZ_CP018248.1	CP018248	91.353	47.6733	76	-	-	-	95	19
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pO157	NZ_CP018242.1	CP018242	92.495	47.8242	79	-	-	-	97	17
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pO157	NZ_CP018251.1	CP018251	91.789	47.9142	79	-	-	-	99	20
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pMRSN346647_113.1	NZ_CP018207.1	CP018207	113.14	52.1425	93	-	-	-	124	30
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pMRSN346647_4.1	NZ_CP018208.1	CP018208	4.074	49.8773	3	-	-	-	3	-
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	A	NZ_CP010118.1	CP010118	8.401	55.4101	9	-	-	-	10	1
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	A	NZ_CP010120.1	CP010120	63.684	49.5336	61	-	-	-	72	11
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	A	NZ_CP010123.1	CP010123	214.445	47.7605	190	-	-	-	235	45
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	B	NZ_CP010124.1	CP010124	86.032	49.6745	99	-	-	-	108	9
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	A	NZ_CP010126.1	CP010126	143.617	48.1809	135	-	-	-	158	23
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	B	NZ_CP010127.1	CP010127	42.655	39.8898	47	-	-	-	50	3
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	C	NZ_CP010128.1	CP010128	7.982	47.4067	10	-	-	-	11	1
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	A	NZ_CP010130.1	CP010130	93.062	49.6938	105	-	-	-	106	1
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	B	NZ_CP010131.1	CP010131	56.46	48.344	44	-	-	-	66	22
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	A	NZ_CP010135.1	CP010135	91.607	49.8488	94	-	-	-	97	3
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	B	NZ_CP010136.1	CP010136	55.203	49.106	55	-	-	-	84	29
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	A	NZ_CP010138.1	CP010138	83.922	52.7287	100	-	-	-	108	9
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	B	NZ_CP010139.1	CP010139	27.342	44.6785	26	-	-	-	37	12
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	A	NZ_CP010141.1	CP010141	174.041	50.0882	154	-	-	-	188	35
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	B	NZ_CP010142.1	CP010142	90.974	49.6581	98	-	-	-	107	7
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	A	NZ_CP010144.1	CP010144	114.159	46.5149	112	-	4	-	121	5
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	A	NZ_CP010146.1	CP010146	112.874	49.7014	101	-	3	-	131	27
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	B	NZ_CP010147.1	CP010147	88.754	48.4068	70	-	-	-	92	22
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	A	NZ_CP010149.1	CP010149	199.494	51.4863	188	-	-	-	229	40
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	A	NZ_CP010153.1	CP010153	114.159	46.5149	112	-	4	-	121	5
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	B	NZ_CP010154.1	CP010154	78.557	48.7468	60	-	-	-	78	18
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	C	NZ_CP010155.1	CP010155	39.406	44.6379	47	-	-	-	50	3
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	D	NZ_CP010156.1	CP010156	4.6	51.7174	3	-	-	-	5	2
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	A	NZ_CP010158.1	CP010158	128.612	49.7535	100	-	-	-	132	32
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	B	NZ_CP010159.1	CP010159	6.822	48.798	12	-	-	-	13	1
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	A	NZ_CP010161.1	CP010161	3.989	45.9012	7	-	-	-	7	-
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	B	NZ_CP010162.1	CP010162	4.075	44.5644	4	-	-	-	4	-
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	A	NZ_CP010164.1	CP010164	29.433	49.6653	29	-	-	-	42	11
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	B	NZ_CP010165.1	CP010165	5.023	45.3514	4	-	-	-	5	-
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	C	NZ_CP010166.1	CP010166	11.518	50.5904	9	-	-	-	13	5
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	A	NZ_CP010168.1	CP010168	48.243	50.1834	44	-	-	-	56	12
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	A	NZ_CP010173.1	CP010173	94.395	48.1233	103	-	3	-	110	3
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	B	NZ_CP010174.1	CP010174	106.274	52.63	119	-	-	-	135	12
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	C	NZ_CP010175.1	CP010175	6.647	48.5031	9	-	-	-	10	1
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	A	NZ_CP010179.1	CP010179	116.417	50.7263	100	-	-	-	134	34
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	A	NZ_CP010181.1	CP010181	201.93	47.1411	170	-	-	-	207	37
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	B	NZ_CP010182.1	CP010182	4.98	45.4016	5	-	-	-	5	-
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	A	NZ_CP010184.1	CP010184	200.925	47.1027	170	-	-	-	207	37
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	B	NZ_CP010185.1	CP010185	4.98	45.4016	5	-	-	-	5	-
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	A	NZ_CP010187.1	CP010187	146.575	49.0595	120	-	-	-	152	32
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	B	NZ_CP010188.1	CP010188	6.039	45.1399	6	-	1	-	8	1
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	C	NZ_CP010189.1	CP010189	6.038	49.2713	7	-	-	-	7	-
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	D	NZ_CP010190.1	CP010190	5.283	46.8295	5	-	-	-	5	-
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	A	NZ_CP010192.1	CP010192	162.72	46.7613	134	-	-	-	164	30
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	B	NZ_CP010193.1	CP010193	40.584	39.8384	59	-	-	-	59	-
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	C	NZ_CP010194.1	CP010194	33.372	40.9954	44	-	-	-	44	-
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	D	NZ_CP010195.1	CP010195	4.962	45.3245	5	-	-	-	5	-
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	A	NZ_CP010197.1	CP010197	146.524	49.0602	121	-	-	-	152	31
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	B	NZ_CP010198.1	CP010198	6.037	49.2297	7	-	-	-	7	-
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	C	NZ_CP010199.1	CP010199	6.039	45.1399	6	-	1	-	8	1
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	A	NZ_CP010201.1	CP010201	116.581	49.4146	116	-	-	-	144	28
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	B	NZ_CP010202.1	CP010202	5.066	46.7825	5	-	-	-	6	1
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	C	NZ_CP010203.1	CP010203	4.372	45.9744	7	-	-	-	8	1
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	D	NZ_CP010204.1	CP010204	3.904	48.4631	6	-	-	-	7	1
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	E	NZ_CP010205.1	CP010205	3.258	47.0841	6	-	-	-	7	1
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	A	NZ_CP010207.1	CP010207	138.95	48.4736	130	-	-	-	175	45
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	B	NZ_CP010208.1	CP010208	56.029	47.2166	39	-	1	-	48	8
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	C	NZ_CP010209.1	CP010209	61.005	51.899	82	-	-	-	88	6
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	D	NZ_CP010210.1	CP010210	6.038	49.2713	9	-	-	-	9	-
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	E	NZ_CP010211.1	CP010211	6.039	45.1565	7	-	1	-	10	2
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	F	NZ_CP010212.1	CP010212	5.282	46.8194	7	-	-	-	7	-
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	A	NZ_CP010214.1	CP010214	146.496	49.058	134	-	-	-	178	44
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	B	NZ_CP010215.1	CP010215	61.058	51.9113	82	-	-	-	88	6
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	C	NZ_CP010216.1	CP010216	6.039	45.1565	7	-	1	-	10	2
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	D	NZ_CP010217.1	CP010217	6.036	49.2545	8	-	-	-	9	1
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	E	NZ_CP010218.1	CP010218	5.312	47.1386	6	-	-	-	7	1
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	A	NZ_CP010220.1	CP010220	57.582	42.0948	69	-	-	-	70	1
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	A	NZ_CP010222.1	CP010222	146.552	49.0727	120	-	-	-	152	32
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	B	NZ_CP010223.1	CP010223	61.063	51.9267	75	-	-	-	79	4
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	C	NZ_CP010224.1	CP010224	6.039	45.1565	6	-	1	-	8	1
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	D	NZ_CP010225.1	CP010225	11.321	48.123	12	-	-	-	12	-
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	A	NZ_CP010227.1	CP010227	5.101	50.7155	4	-	-	-	5	1
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	A	NZ_CP010232.1	CP010232	155.425	50.7467	140	-	-	-	173	29
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	B	NZ_CP010233.1	CP010233	136.06	50.4505	144	-	-	-	156	8
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	C	NZ_CP010234.1	CP010234	117.266	47.9389	73	-	-	-	113	43
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	A	NZ_CP010239.1	CP010239	184.614	50.6533	169	-	-	-	231	62
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	A	NZ_CP010241.1	CP010241	62.376	49.4565	60	-	-	-	71	11
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	A	NZ_CP010243.1	CP010243	131.504	49.3521	102	-	-	-	141	41
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	B	NZ_CP010244.1	CP010244	113.25	48.4883	116	-	1	-	124	8
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	C	NZ_CP010245.1	CP010245	7.618	62.8774	6	-	-	-	9	3
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed	NZ_CM007609.1	CM007609	122.619	50.9326	129	-	-	-	146	17
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed1	NZ_CM007610.1	CM007610	120.763	48.3492	122	-	-	-	137	15
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed2	NZ_CM007611.1	CM007611	106.327	51.0228	114	-	-	-	123	9
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pSLK172-1	NZ_CP017632.1	CP017632	369.298	47.3986	368	-	-	-	393	25
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pSLK172-2	NZ_CP017633.1	CP017633	120.528	52.7238	130	-	-	-	149	19
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pICBEC7Pmcr	NZ_CP017246.1	CP017246	34.992	42.4783	38	-	-	-	41	3
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pMCRpoa	NZ_CM007714.1	CM007714	33.511	41.9981	37	-	-	-	38	1
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed1	NZ_CP019904.1	CP019904	108.34	52.05	125	-	-	-	134	8
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed6	NZ_CP019905.1	CP019905	142.304	50.8123	138	-	-	-	159	22
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed5	NZ_CP019906.1	CP019906	29.168	51.1211	19	-	-	-	28	10
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed2	NZ_CP019907.1	CP019907	20.225	49.7206	28	-	-	-	30	1
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pMCR1-NY	NZ_CP019908.1	CP019908	33.304	41.8418	36	-	-	-	37	1
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed3	NZ_CP019909.1	CP019909	85.009	50.2359	76	-	-	-	90	16
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed4	NZ_CP019910.1	CP019910	68.786	52.643	78	-	-	-	87	9
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pfertility_factor	NZ_CM007715.1	CM007715	67.502	51.6666	74	-	-	-	78	4
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pEC224_8	NZ_CP018940.1	CP018940	2.883	49.7052	4	-	-	-	4	-
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pEC224_7	NZ_CP018941.1	CP018941	4.062	49.3599	3	-	-	-	3	-
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pEC224_6	NZ_CP018942.1	CP018942	4.063	51.489	3	-	-	-	3	-
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pEC224_5	NZ_CP018943.1	CP018943	6.647	48.5633	9	-	-	-	10	1
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pEC224_4	NZ_CP018944.1	CP018944	27.133	54.2881	25	-	-	-	28	3
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pEC224_KPC	NZ_CP018945.1	CP018945	55.436	52.5435	60	-	-	-	67	7
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pEC224_2	NZ_CP018946.1	CP018946	87.114	49.7279	96	-	-	-	96	-
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pEC224_1	NZ_CP018947.1	CP018947	143.972	51.1051	138	-	-	-	171	33
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pEC276_KPC	NZ_CP018949.1	CP018949	16.559	56.3983	14	-	-	-	15	1
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pEC276_3	NZ_CP018950.1	CP018950	35.225	41.5784	45	-	-	-	46	1
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pEC276_2	NZ_CP018951.1	CP018951	43.38	46.8326	53	-	-	-	56	3
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pEC276_1	NZ_CP018952.1	CP018952	132.345	50.8769	127	-	-	-	151	24
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pEC316_3	NZ_CP018954.1	CP018954	97.654	53.5503	88	-	-	-	114	28
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pEC316_2	NZ_CP018955.1	CP018955	101.186	51.9548	110	-	-	-	130	18
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pEC316_KPC	NZ_CP018956.1	CP018956	216.226	53.2485	260	-	-	-	273	10
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pEC517_KPC	NZ_CP018963.1	CP018963	54.644	52.9207	57	-	-	-	60	3
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pEC517_1	NZ_CP018964.1	CP018964	118.495	52.1347	107	-	-	-	143	36
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pEC542_4	NZ_CP018966.1	CP018966	4.087	49.8899	3	-	-	-	3	-
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pEC542_3	NZ_CP018967.1	CP018967	5.167	47.5131	5	-	-	-	5	-
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pEC542_KPC	NZ_CP018968.1	CP018968	44.32	56.6133	47	-	-	-	56	9
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pEC542_1	NZ_CP018969.1	CP018969	82.364	50.6933	84	-	-	-	103	19
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pEC545_5	NZ_CP018971.1	CP018971	3.164	46.3338	3	-	-	-	3	-
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pEC545_4	NZ_CP018972.1	CP018972	4.073	51.4608	3	-	-	-	3	-
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pEC545_3	NZ_CP018973.1	CP018973	70.152	52.2893	87	-	-	-	90	3
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pEC545_KPC	NZ_CP018974.1	CP018974	70.876	51.2797	84	-	-	-	93	9
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pEC545_1	NZ_CP018975.1	CP018975	95.926	49.559	102	-	-	-	105	3
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pEC656_KPC	NZ_CP018977.1	CP018977	58.431	53.3501	62	-	-	-	66	4
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pEC656_1	NZ_CP018978.1	CP018978	117.844	52.7596	120	-	-	-	132	12
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pECAZ146_7	NZ_CP018984.1	CP018984	2.571	44.4185	3	-	-	-	3	-
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pECAZ146_6	NZ_CP018985.1	CP018985	5.631	47.3806	6	-	-	-	7	1
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pECAZ146_5	NZ_CP018986.1	CP018986	6.075	49.3169	7	-	-	-	7	-
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pECAZ146_4	NZ_CP018987.1	CP018987	6.994	47.5265	11	-	-	-	12	1
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pECAZ146_3	NZ_CP018988.1	CP018988	34.532	48.5376	49	-	-	-	51	2
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pECAZ146_KPC	NZ_CP018989.1	CP018989	85.865	54.4506	84	-	-	-	95	11
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pECAZ146_1	NZ_CP018990.1	CP018990	150.994	52.7061	149	-	-	-	186	37
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pECAZ147_KPC	NZ_CP018992.1	CP018992	110.226	53.8058	120	-	-	-	134	10
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pECAZ147_2	NZ_CP018993.1	CP018993	116.562	50.5405	112	-	-	-	124	11
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pECAZ147_1	NZ_CP018994.1	CP018994	154.853	51.5973	141	-	-	-	164	23
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pECAZ155_KPC	NZ_CP019001.1	CP019001	272.202	52.3784	296	-	-	-	326	30
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pECAZ155_2	NZ_CP019002.1	CP019002	112.917	47.2382	111	-	3	-	120	6
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pECAZ155_3	NZ_CP019003.1	CP019003	12.602	45.5245	11	-	-	-	14	3
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pECAZ155_4	NZ_CP019004.1	CP019004	1.597	49.9061	1	-	-	-	2	1
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pECAZ159_2	NZ_CP019006.1	CP019006	47.531	51.1456	51	-	-	-	59	8
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pECAZ159_1	NZ_CP019007.1	CP019007	128.248	49.7598	112	-	-	-	136	24
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pECAZ162_2	NZ_CP019013.1	CP019013	109.057	46.5188	123	-	4	-	130	3
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pECAZ162_KPC	NZ_CP019014.1	CP019014	142.829	53.4268	147	-	-	-	167	20
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pEC422_4	-	CP018958.1	53.198	49.1879	73	-	-	-	77	4
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pEC422_KPC	-	CP018959.1	51.885	51.5159	63	-	-	-	67	4
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pEC422_2	-	CP018960.1	73.206	50.6598	99	-	-	-	116	17
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pEC422_1	-	CP018961.1	289.903	46.4279	309	-	-	-	349	40
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pEC867_3	NZ_CP018980.1	CP018980	4.074	49.8527	3	-	-	-	3	-
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pEC867_KPC	NZ_CP018981.1	CP018981	14.029	59.263	13	-	-	-	14	1
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pEC867_1	NZ_CP018982.1	CP018982	100.168	51.7241	92	-	-	-	115	23
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pEC881_8	NZ_CP019021.1	CP019021	1.459	50.9253	1	-	-	-	1	-
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pEC881_7	NZ_CP019022.1	CP019022	3.087	48.5585	2	-	-	-	2	-
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pEC881_6	NZ_CP019023.1	CP019023	3.256	47.2666	3	-	-	-	4	1
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pEC881_5	NZ_CP019024.1	CP019024	4.063	51.489	3	-	-	-	3	-
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pEC881_4	NZ_CP019025.1	CP019025	6.647	48.5031	9	-	-	-	10	1
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pEC881_KPC	NZ_CP019026.1	CP019026	59.373	52.1129	62	-	-	-	71	9
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pEC881_2	NZ_CP019027.1	CP019027	109.344	46.0793	120	-	4	-	126	2
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pEC881_1	NZ_CP019028.1	CP019028	147.346	51.0947	141	-	-	-	170	29
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pECAZ153_4	NZ_CP018996.1	CP018996	4.073	51.4608	3	-	-	-	3	-
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pECAZ153_3	NZ_CP018997.1	CP018997	4.921	47.3278	4	-	-	-	4	-
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pECAZ153_2	NZ_CP018998.1	CP018998	99.006	52.3736	102	-	-	-	123	21
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pECAZ153_KPC	NZ_CP018999.1	CP018999	146.162	54.1283	174	-	-	-	189	15
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pECAZ161_3	NZ_CP019009.1	CP019009	130.905	52.1294	132	-	-	-	157	24
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pECAZ161_KPC	NZ_CP019010.1	CP019010	55.746	49.5892	55	-	-	-	58	3
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pECAZ161_1	NZ_CP019011.1	CP019011	74.891	52.7727	80	-	-	-	81	4
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pEC244_4	NZ_CP019016.1	CP019016	37.756	41.1643	45	-	-	-	46	1
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pEC244_KPC	NZ_CP019017.1	CP019017	73.464	54.7288	61	-	-	-	78	17
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pEC244_2	NZ_CP019018.1	CP019018	158.911	49.7304	144	-	-	-	170	26
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	pEC244_1	NZ_CP019019.1	CP019019	199.671	45.4943	190	-	-	-	204	14
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	unitig_1	NZ_CP020049.1	CP020049	141.885	52.0161	156	-	-	-	180	24
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	unitig_2	NZ_CP020050.1	CP020050	113.431	52.5324	111	-	-	-	120	9
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	unitig_3	NZ_CP020051.1	CP020051	91.291	47.6728	100	-	4	-	112	8
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	unitig_1	NZ_CP020059.1	CP020059	87.982	53.0063	88	-	-	-	103	15
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	unitig_2	NZ_CP020060.1	CP020060	50.999	52.203	51	-	-	-	66	15
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	unitig_2	NZ_CP020056.1	CP020056	136.975	52.1336	160	-	-	-	169	5
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	unitig_3	NZ_CP020057.1	CP020057	31.196	52.6542	37	-	-	-	43	8
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	unitig_5	NZ_CP020117.1	CP020117	107.21	52.3197	109	-	-	-	127	18
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	unitig_6	NZ_CP020118.1	CP020118	111.212	46.2846	111	-	4	-	123	8
Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	unitig_7	NZ_CP020119.1	CP020119	51.515	52.8564	50	-	-	-	57	7
